epoch,step,train_loss_epoch,train_loss_step
0,0,1542576.7433898223,
1,1,1542097.5783781828,
2,2,1541609.5324821195,
3,3,1541112.3223851784,
4,4,1540605.6016734685,
5,5,1540088.9469342094,
6,6,1539562.1094449172,
7,7,1539024.9272567057,
8,8,1538477.094917602,
9,9,1537918.2876190846,
10,10,1537348.160107221,
11,11,1536766.2925935537,
12,12,1536172.1274487043,
13,13,1535565.0064389505,
14,14,1534944.3622102188,
15,15,1534310.057736368,
16,16,1533661.8896275247,
17,17,1532999.5714402033,
18,18,1532322.7740393302,
19,19,1531631.1333952623,
20,20,1530924.2612106267,
21,21,1530201.7654787984,
22,22,1529463.2368715075,
23,23,1528708.2604469878,
24,24,1527936.419384981,
25,25,1527147.2814527494,
26,26,1526340.4069760342,
27,27,1525515.3451411119,
28,28,1524671.6457230537,
29,29,1523808.8502181566,
30,30,1522926.4909099888,
31,31,1522024.099225599,
32,32,1521101.1994091193,
33,33,1520157.3038264099,
34,34,1519191.9225898443,
35,35,1518204.5578860468,
36,36,1517194.7015578288,
37,37,1516161.8472254653,
38,38,1515105.4736080142,
39,39,1514025.0588644969,
40,40,1512920.0767745343,
41,41,1511789.9934232673,
42,42,1510634.2766357816,
43,43,1509452.3914420246,
44,44,1508243.777395036,
45,45,1507007.8672116871,
46,46,1505744.1128146683,
47,47,1504451.961694736,
48,48,1503130.8399926224,
49,49,,1501780.1647285991
49,49,1501780.1647285991,
50,50,1500399.3538425607,
51,51,1498987.81486277,
52,52,1497544.9644063776,
53,53,1496070.2138406467,
54,54,1494562.9835900983,
55,55,1493022.684479881,
56,56,1491448.7220904382,
57,57,1489840.4909118293,
58,58,1488197.3949577846,
59,59,1486518.8278724474,
60,60,1484804.1865506165,
61,61,1483052.8884900252,
62,62,1481264.3305049902,
63,63,1479437.905080986,
64,64,1477573.0540517506,
65,65,1475669.202916961,
66,66,1473725.7520208869,
67,67,1471742.1006230756,
68,68,1469717.64904165,
69,69,1467651.827877467,
70,70,1465544.0564706335,
71,71,1463393.762380875,
72,72,1461200.3771793582,
73,73,1458963.3531049592,
74,74,1456682.135284384,
75,75,1454356.1583652738,
76,76,1451984.909452454,
77,77,1449567.8601142473,
78,78,1447104.500740991,
79,79,1444594.315973327,
80,80,1442036.832312077,
81,81,1439431.5896662078,
82,82,1436778.1126053557,
83,83,1434075.9661674642,
84,84,1431324.7374683851,
85,85,1428524.0260159443,
86,86,1425673.4612272258,
87,87,1422772.704212716,
88,88,1419821.4630782907,
89,89,1416819.4103702346,
90,90,1413766.2827307908,
91,91,1410661.8618318532,
92,92,1407505.9487468444,
93,93,1404298.3620044661,
94,94,1401038.95477804,
95,95,1397727.61298944,
96,96,1394364.2796081405,
97,97,1390948.9055900478,
98,98,1387481.4976333885,
99,99,,1383962.0579594236
99,99,1383962.0579594236,
100,100,1380390.694055426,
101,101,1376767.5507033677,
102,102,1373092.7683527807,
103,103,1369366.5627340788,
104,104,1365589.1760538828,
105,105,1361760.9148017569,
106,106,1357882.1315622565,
107,107,1353953.2297736662,
108,108,1349974.6518334188,
109,109,1345946.8904479872,
110,110,1341870.4883804095,
111,111,1337746.063097299,
112,112,1333574.2757083087,
113,113,1329355.8582633247,
114,114,1325091.5955790344,
115,115,1320782.3245629654,
116,116,1316428.9503153823,
117,117,1312032.436161003,
118,118,1307593.8219408246,
119,119,1303114.2049527152,
120,120,1298594.7452288605,
121,121,1294036.6751911538,
122,122,1289441.2915978024,
123,123,1284809.9675952925,
124,124,1280144.1560134843,
125,125,1275445.3674871698,
126,126,1270715.184230564,
127,127,1265955.2574580845,
128,128,1261167.3195690976,
129,129,1256353.1693588493,
130,130,1251514.6763033862,
131,131,1246653.7825995518,
132,132,1241772.5040144902,
133,133,1236872.9292370884,
134,134,1231957.2161051612,
135,135,1227027.5884580915,
136,136,1222086.3351180186,
137,137,1217135.8180918593,
138,138,1212178.4519580244,
139,139,1207216.7291492403,
140,140,1202253.1966392146,
141,141,1197290.4572385454,
142,142,1192331.1762807819,
143,143,1187378.0729041006,
144,144,1182433.907586573,
145,145,1177501.4873456033,
146,146,1172583.661664072,
147,147,1167683.316510243,
148,148,1162803.3680325795,
149,149,,1157946.7808678544
149,149,1157946.7808678544,
150,150,1153116.526407183,
151,151,1148315.5929843665,
152,152,1143546.9886459988,
153,153,1138813.7374308356,
154,154,1134118.8634288323,
155,155,1129465.3690465977,
156,156,1124856.249555994,
157,157,1120294.482161055,
158,158,1115783.026218534,
159,159,1111324.7962242584,
160,160,1106922.6672602247,
161,161,1102579.466011509,
162,162,1098297.960861954,
163,163,1094080.8576570032,
164,164,1089930.7795335918,
165,165,1085850.2719562463,
166,166,1081841.7984098932,
167,167,1077907.710512781,
168,168,1074050.2397073891,
169,169,1070271.5017879256,
170,170,1066573.4868425236,
171,171,1062958.060046641,
172,172,1059426.9297910635,
173,173,1055981.6510173168,
174,174,1052623.6189044681,
175,175,1049354.0512659154,
176,176,1046174.0030394988,
177,177,1043084.35297188,
178,178,1040085.773795416,
179,179,1037178.7627910576,
180,180,1034363.6053198456,
181,181,1031640.4022502438,
182,182,1029009.0343456559,
183,183,1026469.1926722646,
184,184,1024020.380182205,
185,185,1021661.8799348855,
186,186,1019392.7695508415,
187,187,1017211.9507088906,
188,188,1015118.1314176515,
189,189,1013109.8179839477,
190,190,1011185.3252381043,
191,191,1009342.8111808725,
192,192,1007580.2753908351,
193,193,1005895.5747579063,
194,194,1004286.418765691,
195,195,1002750.3933641115,
196,196,1001284.9748590101,
197,197,999887.5302428604,
198,198,998555.3277529512,
199,199,,997285.5950624231
199,199,997285.5950624231,
200,200,996075.4881646171,
201,201,994922.1137483992,
202,202,993822.5698481749,
203,203,992773.9358594499,
204,204,991773.3176909725,
205,205,990817.8341848179,
206,206,989904.6175076476,
207,207,989030.8733787854,
208,208,988193.8699108923,
209,209,987390.9399556261,
210,210,986619.4857420216,
211,211,985877.0261404449,
212,212,985161.1487792566,
213,213,984469.5360427387,
214,214,983800.0282445793,
215,215,983150.551691171,
216,216,982519.1616835564,
217,217,981904.0468960033,
218,218,981303.4932622914,
219,219,980715.9296783751,
220,220,980139.9186574799,
221,221,979574.1160858338,
222,222,979017.2954709509,
223,223,978468.3082933002,
224,224,977926.1525771616,
225,225,977389.9039961628,
226,226,976858.7655839665,
227,227,976331.9922418692,
228,228,975808.9566371924,
229,229,975289.0832215422,
230,230,974771.8708043456,
231,231,974256.9024086494,
232,232,973743.8426475753,
233,233,973232.3882377885,
234,234,972722.2899793575,
235,235,972213.2682707163,
236,236,971705.1443770403,
237,237,971197.7966729769,
238,238,970691.0859056992,
239,239,970184.903607127,
240,240,969679.1816687742,
241,241,969173.8706319628,
242,242,968668.9356085886,
243,243,968164.3247640686,
244,244,967659.9904664627,
245,245,967155.9532398289,
246,246,966652.1826684627,
247,247,966148.6833874311,
248,248,965645.4393640385,
249,249,,965142.4700756739
249,249,965142.4700756739,
250,250,964639.7669065624,
251,251,964137.34919187,
252,252,963635.2011181442,
253,253,963133.325610603,
254,254,962631.7438626835,
255,255,962130.4470761459,
256,256,961629.4409552468,
257,257,961128.7355766937,
258,258,960628.3107598465,
259,259,960128.1422409748,
260,260,959628.2411022482,
261,261,959128.5873784982,
262,262,958629.1732223845,
263,263,958129.9668020693,
264,264,957630.964102584,
265,265,957132.1811159672,
266,266,956633.5810860322,
267,267,956135.1629531361,
268,268,955636.894391522,
269,269,955138.809819197,
270,270,954640.8678540529,
271,271,954143.0730300129,
272,272,953645.3878828113,
273,273,953147.7911571421,
274,274,952650.2836068976,
275,275,952152.8492533478,
276,276,951655.4659037099,
277,277,951158.1414279803,
278,278,950660.8304558004,
279,279,950163.5272155259,
